次序,小韻,反切,聲母,韻目,調,等,呼,韻母,IPA
2934,抗,苦浪,溪,宕,去,一,開,唐開,kʰɑŋh
2935,螃,補曠,幫,宕,去,一,開,唐開,pɑŋh
2936,儻,他浪,透,宕,去,一,開,唐開,tʰɑŋh
2937,曠,苦謗,溪,宕,去,一,合,唐合,kʰuɑŋh
2938,儾,奴浪,泥,宕,去,一,開,唐開,nɑŋh
2939,喪,蘇浪,心,宕,去,一,開,唐開,sɑŋh
2940,攩,乎曠,匣,宕,去,一,合,唐合,ɦuɑŋh
2941,桄,古曠,見,宕,去,一,合,唐合,kuɑŋh
2942,鋼,古浪,見,宕,去,一,開,唐開,kɑŋh
2943,荒,呼浪,曉,宕,去,一,合,唐合,huɑŋh
2944,漭,莫浪,明,宕,去,一,開,唐開,mɑŋh
2945,汪,烏浪,影,宕,去,一,合,唐合,ʔuɑŋh
2946,映,於敬,影,映,去,三,開,庚三開,ʔiaŋh
2947,敬,居慶,見,映,去,三,開,庚三開,kiaŋh
2948,競,渠敬,羣,映,去,三,開,庚三開,ɡiaŋh
2949,慶,丘敬,溪,映,去,三,開,庚三開,kʰiaŋh
2950,更,古孟,見,映,去,二,開,庚二開,kaŋh
2951,命,眉病,明,映,去,三,開,庚三開,miaŋh
2952,病,皮命,並,映,去,三,開,庚三開,biaŋh
2953,孟,莫更,明,映,去,二,開,庚二開,maŋh
2954,蝗,戸孟,匣,映,去,二,合,庚二合,ɦuaŋh
2955,柄,陂病,幫,映,去,三,開,庚三開,piaŋh
2956,詠,爲命,云,映,去,三,合,庚三合,ɦyaŋh
2957,行,下更,匣,映,去,二,開,庚二開,ɦaŋh
2958,瀴,於孟,影,映,去,二,開,庚二開,ʔaŋh
2959,㵾,楚敬,初,映,去,二,開,庚二開,tʃʰaŋh
2960,倀,猪孟,知,映,去,二,開,庚二開,ʈaŋh
2961,牚,他孟,徹,映,去,二,開,庚二開,ʈʰaŋh
2962,榜,北孟,幫,映,去,二,開,庚二開,paŋh
2963,鋥,除更,澄,映,去,二,開,庚二開,ɖaŋh
2964,生,所敬,生,映,去,二,開,庚二開,ʃaŋh
2965,迎,魚敬,疑,映,去,三,開,庚三開,ŋiaŋh
2966,膨,蒲孟,並,映,去,二,開,庚二開,baŋh
2967,䛭,許更,曉,映,去,二,開,庚二開,haŋh
2968,𥥈,烏橫,影,映,去,二,合,庚二合,ʔuaŋh
2969,諍,側迸,莊,諍,去,二,開,耕開,tʃeŋh
2970,迸,北諍,幫,諍,去,二,開,耕開,peŋh
2971,𠊧,蒲迸,並,諍,去,二,開,耕開,beŋh
2972,䙬,鷖迸,影,諍,去,二,開,耕開,ʔeŋh
2973,鞕,五爭,疑,諍,去,二,開,耕開,ŋeŋh
2974,轟,呼迸,曉,諍,去,二,合,耕合,hueŋh
2975,勁,居正,見,勁A,去,三,開,清A開,kieŋh
2976,倩,七政,清,勁,去,三,開,清開,tsʰieŋh
2977,政,之盛,章,勁,去,三,開,清開,tɕieŋh
2978,聖,式正,書,勁,去,三,開,清開,ɕieŋh
2979,鄭,直正,澄,勁,去,三,開,清開,ɖieŋh
2980,遉,丑鄭,徹,勁,去,三,開,清開,ʈʰieŋh
2981,性,息正,心,勁,去,三,開,清開,sieŋh
2982,令,力政,來,勁,去,三,開,清開,lieŋh
2983,聘,匹正,滂,勁A,去,三,開,清A開,pʰieŋh
2984,敻,休正,曉,勁A,去,三,合,清A合,hyeŋh
2985,摒,畀政,幫,勁A,去,三,開,清A開,pieŋh
2986,偋,防正,並,勁A,去,三,開,清A開,bieŋh
2987,淨,疾政,從,勁,去,三,開,清開,dzieŋh
2988,盛,承正,常,勁,去,三,開,清開,dʑieŋh
2989,詺,彌正,明,勁A,去,三,開,清A開,mieŋh
2990,輕,墟正,溪,勁A,去,三,開,清A開,kʰieŋh
2991,𣢝,許令,曉,勁A,去,三,開,清A開,hieŋh
2992,精,子姓,精,勁,去,三,開,清開,tsieŋh
2993,徑,古定,見,徑,去,四,開,青開,keiŋh
2994,寗,乃定,泥,徑,去,四,開,青開,neiŋh
2995,腥,蘇佞,心,徑,去,四,開,青開,seiŋh
2996,脛,胡定,匣,徑,去,四,開,青開,ɦeiŋh
2997,定,徒徑,定,徑,去,四,開,青開,deiŋh
2998,矴,丁定,端,徑,去,四,開,青開,teiŋh
2999,罄,苦定,溪,徑,去,四,開,青開,kʰeiŋh
3000,聽,他定,透,徑,去,四,開,青開,tʰeiŋh
3001,靘,千定,清,徑,去,四,開,青開,tsʰeiŋh
3002,䒌,莫定,明,徑,去,四,開,青開,meiŋh
3003,鎣,烏定,影,徑,去,四,合,青合,ʔueiŋh
3004,零,郎定,來,徑,去,四,開,青開,leiŋh
3005,證,諸應,章,證,去,三,開,蒸,tɕiŋh
3006,孕,以證,以,證,去,三,開,蒸,jiŋh
3007,乗,實證,船,證,去,三,開,蒸,ʑiŋh
3008,認,而證,日,證,去,三,開,蒸,ȵiŋh
3009,應,於證,影,證,去,三,開,蒸,ʔiŋh
3010,甑,子孕,精,證,去,三,開,蒸,tsiŋh
3011,興,許應,曉,證,去,三,開,蒸,hiŋh
3012,勝,詩證,書,證,去,三,開,蒸,ɕiŋh
3013,瞪,丈證,澄,證,去,三,開,蒸,ɖiŋh
3014,𩜁,里甑,來,證,去,三,開,蒸,liŋh
3015,凭,皮證,並,證,去,三,開,蒸,biŋh
3016,稱,昌孕,昌,證,去,三,開,蒸,tɕʰiŋh
3017,凝,牛𩜁,疑,證,去,三,開,蒸,ŋiŋh
3018,丞,常證,常,證,去,三,開,蒸,dʑiŋh
3019,覴,丑證,徹,證,去,三,開,蒸,ʈʰiŋh
3020,殑,其𩜁,羣,證,去,三,開,蒸,ɡiŋh
3021,嶝,都鄧,端,嶝,去,一,開,登開,təŋh
3022,贈,昨亘,從,嶝,去,一,開,登開,dzəŋh
3023,亘,古鄧,見,嶝,去,一,開,登開,kəŋh
3024,蹭,千鄧,清,嶝,去,一,開,登開,tsʰəŋh
3025,鄧,徒亘,定,嶝,去,一,開,登開,dəŋh
3026,𢅴,武亘,明,嶝,去,一,開,登開,məŋh
3027,𥦜,方隥,幫,嶝,去,一,開,登開,pəŋh
3028,倗,父鄧,並,嶝,去,一,開,登開,bəŋh
3029,踜,魯鄧,來,嶝,去,一,開,登開,ləŋh
3030,增,子鄧,精,嶝,去,一,開,登開,tsəŋh
3031,𡬙,思贈,心,嶝,去,一,開,登開,səŋh
3032,𤃶,台鄧,透,嶝,去,一,開,登開,tʰəŋh
3033,宥,于救,云,宥,去,三,開,尤,ɦiuh
3034,救,居祐,見,宥,去,三,開,尤,kiuh
3035,胄,直祐,澄,宥,去,三,開,尤,ɖiuh
3036,晝,陟救,知,宥,去,三,開,尤,ʈiuh
3037,狩,舒救,書,宥,去,三,開,尤,ɕiuh
3038,臭,尺救,昌,宥,去,三,開,尤,tɕʰiuh
3039,岫,似祐,邪,宥,去,三,開,尤,ziuh
3040,齅,許救,曉,宥,去,三,開,尤,hiuh
3041,呪,職救,章,宥,去,三,開,尤,tɕiuh
3042,舊,巨救,羣,宥,去,三,開,尤,ɡiuh
3043,𤸃,所祐,生,宥,去,三,開,尤,ʃiuh
3044,皺,側救,莊,宥,去,三,開,尤,tʃiuh
3045,副,敷救,滂,宥,去,三,開,尤,pʰiuh
3046,簉,初救,初,宥,去,三,開,尤,tʃʰiuh
3047,富,方副,幫,宥,去,三,開,尤,piuh
3048,畜,丑救,徹,宥,去,三,開,尤,ʈʰiuh
3049,溜,力救,來,宥,去,三,開,尤,liuh
3050,秀,息救,心,宥,去,三,開,尤,siuh
3051,僦,即就,精,宥,去,三,開,尤,tsiuh
3052,驟,鋤祐,崇,宥,去,三,開,尤,dʒiuh
3053,就,疾僦,從,宥,去,三,開,尤,dziuh
3054,糅,女救,孃,宥,去,三,開,尤,ɳiuh
3055,復,扶富,並,宥,去,三,開,尤,biuh
3056,狖,余救,以,宥,去,三,開,尤,jiuh
3057,授,承呪,常,宥,去,三,開,尤,dʑiuh
3058,輮,人又,日,宥,去,三,開,尤,ȵiuh
3059,莓,亡救,明,宥,去,三,開,尤,miuh
3060,𪖐,牛救,疑,宥,去,三,開,尤,ŋiuh
3061,𪖛,丘救,溪,宥,去,三,開,尤,kʰiuh
3062,䞭,七溜,清,宥,去,三,開,尤,tsʰiuh
3063,𠋫,胡遘,匣,候,去,一,開,侯,ɦəuh
3064,𡨥,苦候,溪,候,去,一,開,侯,kʰəuh
3065,茂,莫候,明,候,去,一,開,侯,məuh
3066,仆,匹候,滂,候,去,一,開,侯,pʰəuh
3067,豆,田候,定,候,去,一,開,侯,dəuh
3068,鬥,都豆,端,候,去,一,開,侯,təuh
3069,槈,奴豆,泥,候,去,一,開,侯,nəuh
3070,瘶,蘇奏,心,候,去,一,開,侯,səuh
3071,奏,則候,精,候,去,一,開,侯,tsəuh
3072,透,他候,透,候,去,一,開,侯,tʰəuh
3073,漚,烏候,影,候,去,一,開,侯,ʔəuh
3074,遘,古候,見,候,去,一,開,侯,kəuh
3075,輳,倉奏,清,候,去,一,開,侯,tsʰəuh
3076,陋,盧候,來,候,去,一,開,侯,ləuh
3077,蔻,呼漏,曉,候,去,一,開,侯,həuh
3078,䏽,蒲候,並,候,去,一,開,侯,bəuh
3079,偶,五遘,疑,候,去,一,開,侯,ŋəuh
3080,㔌,才奏,從,候,去,一,開,侯,dzəuh
3081,幼,伊謬,影,幼,去,三,開,幽,ʔiəuh
3082,謬,靡幼,明,幼,去,三,開,幽,miəuh
3083,䠗,丘謬,溪,幼,去,三,開,幽,kʰiəuh
3084,𧾻,巨幼,羣,幼,去,三,開,幽,ɡiəuh
3085,沁,七鴆,清,沁,去,三,開,侵,tsʰimh
3086,浸,子鴆,精,沁,去,三,開,侵,tsimh
3087,妊,汝鴆,日,沁,去,三,開,侵,ȵimh
3088,鴆,直禁,澄,沁,去,三,開,侵,ɖimh
3089,枕,之任,章,沁,去,三,開,侵,tɕimh
3090,𦧈,巨禁,羣,沁B,去,三,開,侵B,ɡimh
3091,禁,居蔭,見,沁B,去,三,開,侵B,kimh
3092,賃,乃禁,孃,沁,去,三,開,侵,ɳimh
3093,蔭,於禁,影,沁B,去,三,開,侵B,ʔimh
3094,滲,所禁,生,沁,去,三,開,侵,ʃimh
3095,闖,丑禁,徹,沁,去,三,開,侵,ʈʰimh
3096,譖,莊蔭,莊,沁,去,三,開,侵,tʃimh
3097,讖,楚譖,初,沁,去,三,開,侵,tʃʰimh
3098,吟,宜禁,疑,沁B,去,三,開,侵B,ŋimh
3099,揕,知鴆,知,沁,去,三,開,侵,ʈimh
3100,臨,良鴆,來,沁,去,三,開,侵,limh
3101,甚,時鴆,常,沁,去,三,開,侵,dʑimh
3102,䫴,于禁,云,沁,去,三,開,侵,ɦimh
3103,深,式禁,書,沁,去,三,開,侵,ɕimh
3104,勘,苦紺,溪,勘,去,一,開,覃,kʰəmh
3105,紺,古暗,見,勘,去,一,開,覃,kəmh
3106,憾,胡紺,匣,勘,去,一,開,覃,ɦəmh
3107,暗,烏紺,影,勘,去,一,開,覃,ʔəmh
3108,僋,他紺,透,勘,去,一,開,覃,tʰəmh
3109,俕,蘇紺,心,勘,去,一,開,覃,səmh
3110,謲,七紺,清,勘,去,一,開,覃,tsʰəmh
3111,醰,徒紺,定,勘,去,一,開,覃,dəmh
3112,儑,五紺,疑,勘,去,一,開,覃,ŋəmh
3113,馾,丁紺,端,勘,去,一,開,覃,təmh
3114,妠,奴紺,泥,勘,去,一,開,覃,nəmh
3115,顲,郎紺,來,勘,去,一,開,覃,ləmh
3116,䫲,呼紺,曉,勘,去,一,開,覃,həmh
3117,篸,作紺,精,勘,去,一,開,覃,tsəmh
3118,闞,苦濫,溪,闞,去,一,開,談,kʰɑmh
3119,濫,盧𣊟,來,闞,去,一,開,談,lɑmh
3120,賧,吐濫,透,闞,去,一,開,談,tʰɑmh
3121,𪉦,古蹔,見,闞,去,一,開,談,kɑmh
3122,𧵊,呼濫,曉,闞,去,一,開,談,hɑmh
3123,憨,下瞰,匣,闞,去,一,開,談,ɦɑmh
3124,憺,徒濫,定,闞,去,一,開,談,dɑmh
3125,暫,藏濫,從,闞,去,一,開,談,dzɑmh
3126,擔,都濫,端,闞,去,一,開,談,tɑmh
3127,三,蘇暫,心,闞,去,一,開,談,sɑmh
3128,豔,以贍,以,豔,去,三,開,鹽,jiemh
3129,贍,時豔,常,豔,去,三,開,鹽,dʑiemh
3130,染,而豔,日,豔,去,三,開,鹽,ȵiemh
3131,厭,於豔,影,豔A,去,三,開,鹽A,ʔiemh
3132,窆,方驗,幫,豔B,去,三,開,鹽B,piemh
3133,驗,魚窆,疑,豔B,去,三,開,鹽B,ŋiemh
3134,閃,舒贍,書,豔,去,三,開,鹽,ɕiemh
3135,𡄑,子豔,精,豔,去,三,開,鹽,tsiemh
3136,壍,七豔,清,豔,去,三,開,鹽,tsʰiemh
3137,殮,力驗,來,豔,去,三,開,鹽,liemh
3138,覘,丑豔,徹,豔,去,三,開,鹽,ʈʰiemh
3139,䠨,昌豔,昌,豔,去,三,開,鹽,tɕʰiemh
3140,𢜰,於驗,影,豔B,去,三,開,鹽B,ʔiemh
3141,潛,慈豔,從,豔,去,三,開,鹽,dziemh
3142,占,章豔,章,豔,去,三,開,鹽,tɕiemh
3143,㮇,他念,透,㮇,去,四,開,添,tʰeimh
3144,念,奴店,泥,㮇,去,四,開,添,neimh
3145,店,都念,端,㮇,去,四,開,添,teimh
3146,䃸,先念,心,㮇,去,四,開,添,seimh
3147,磹,徒念,定,㮇,去,四,開,添,deimh
3148,趝,紀念,見,㮇,去,四,開,添,keimh
3149,酓,於念,影,㮇,去,四,開,添,ʔeimh
3150,僭,子念,精,㮇,去,四,開,添,tseimh
3151,䁮,漸念,從,㮇,去,四,開,添,dzeimh
3152,兼,古念,見,㮇,去,四,開,添,keimh
3153,傔,苦念,溪,㮇,去,四,開,添,kʰeimh
3154,稴,力店,來,㮇,去,四,開,添,leimh
3155,釅,魚欠,疑,釅,去,三,開,嚴,ŋiɑmh
3156,脅,許欠,曉,釅,去,三,開,嚴,hiɑmh
3157,㪁,丘釅,溪,釅,去,三,開,嚴,kʰiɑmh
3158,𦲯,亡劒,明,范,去,三,合,凡,myɑmh
3159,陷,戸韽,匣,陷,去,二,開,咸,ɦemh
3160,韽,於陷,影,陷,去,二,開,咸,ʔemh
3161,蘸,莊陷,莊,陷,去,二,開,咸,tʃemh
3162,𪉜,陟陷,知,陷,去,二,開,咸,ʈemh
3163,歉,口陷,溪,陷,去,二,開,咸,kʰemh
3164,𧸖,佇陷,澄,陷,去,二,開,咸,ɖemh
3165,儳,仕陷,崇,陷,去,二,開,咸,dʒemh
3166,𪉦,公陷,見,陷,去,二,開,咸,kemh
3167,諵,尼賺,孃,陷,去,二,開,咸,ɳemh
3168,顑,玉陷,疑,陷,去,二,開,咸,ŋemh
3169,鑑,格懺,見,鑑,去,二,開,銜,kamh
3170,懺,楚鑒,初,鑑,去,二,開,銜,tʃʰamh
3171,覱,子鑑,莊,鑑,去,二,開,銜,tʃamh
3172,釤,所鑑,生,鑑,去,二,開,銜,ʃamh
3173,㒈,許鑑,曉,鑑,去,二,開,銜,hamh
3174,埿,蒲鑑,並,鑑,去,二,開,銜,bamh
3175,㽉,胡懺,匣,鑑,去,二,開,銜,ɦamh
3176,鑱,士懺,崇,鑑,去,二,開,銜,dʒamh
3177,𪒠,,影,鑑,去,二,開,銜,ʔamh
3178,梵,扶泛,並,范,去,三,合,凡,byɑmh
3179,汎,孚梵,滂,范,去,三,合,凡,pʰyɑmh
3180,劔,居欠,見,釅,去,三,開,嚴,kiɑmh
3181,欠,去劒,溪,釅,去,三,開,嚴,kʰiɑmh
3182,俺,於劒,影,釅,去,三,開,嚴,ʔiɑmh
3183,屋,烏谷,影,屋,入,一,開,屋一,ʔuk
3184,獨,徒谷,定,屋,入,一,開,屋一,duk
3185,穀,古禄,見,屋,入,一,開,屋一,kuk
3186,縠,胡谷,匣,屋,入,一,開,屋一,ɦuk
3187,哭,空谷,溪,屋,入,一,開,屋一,kʰuk
3188,秃,他谷,透,屋,入,一,開,屋一,tʰuk
3189,𣫔,丁木,端,屋,入,一,開,屋一,tuk
3190,速,桑谷,心,屋,入,一,開,屋一,suk
3191,禄,盧谷,來,屋,入,一,開,屋一,luk
3192,嗀,呼木,曉,屋,入,一,開,屋一,huk
3193,族,昨木,從,屋,入,一,開,屋一,dzuk
3194,瘯,千木,清,屋,入,一,開,屋一,tsʰuk
3195,鏃,作木,精,屋,入,一,開,屋一,tsuk
3196,暴,蒲木,並,屋,入,一,開,屋一,buk
3197,扑,普木,滂,屋,入,一,開,屋一,pʰuk
3198,卜,博木,幫,屋,入,一,開,屋一,puk
3199,木,莫卜,明,屋,入,一,開,屋一,muk
3200,福,方六,幫,屋,入,三,開,屋三,piuk
3201,伏,房六,並,屋,入,三,開,屋三,biuk
3202,縮,所六,生,屋,入,三,開,屋三,ʃiuk
3203,六,力竹,來,屋,入,三,開,屋三,liuk
3204,逐,直六,澄,屋,入,三,開,屋三,ɖiuk
3205,菊,居六,見,屋,入,三,開,屋三,kiuk
3206,麴,驅匊,溪,屋,入,三,開,屋三,kʰiuk
3207,熟,殊六,常,屋,入,三,開,屋三,dʑiuk
3208,俶,昌六,昌,屋,入,三,開,屋三,tɕʰiuk
3209,育,余六,以,屋,入,三,開,屋三,jiuk
3210,驧,渠竹,羣,屋,入,三,開,屋三,ɡiuk
3211,鼀,七宿,清,屋,入,三,開,屋三,tsʰiuk
3212,肉,如六,日,屋,入,三,開,屋三,ȵiuk
3213,粥,之六,章,屋,入,三,開,屋三,tɕiuk
3214,叔,式竹,書,屋,入,三,開,屋三,ɕiuk
3215,蓄,許竹,曉,屋,入,三,開,屋三,hiuk
3216,竹,張六,知,屋,入,三,開,屋三,ʈiuk
3217,蹙,子六,精,屋,入,三,開,屋三,tsiuk
3218,珿,初六,初,屋,入,三,開,屋三,tʃʰiuk
3219,肭,女六,孃,屋,入,三,開,屋三,ɳiuk
3220,縬,側六,莊,屋,入,三,開,屋三,tʃiuk
3221,蝮,芳福,滂,屋,入,三,開,屋三,pʰiuk
3222,郁,於六,影,屋,入,三,開,屋三,ʔiuk
3223,肅,息逐,心,屋,入,三,開,屋三,siuk
3224,目,莫六,明,屋,入,三,開,屋三,miuk
3225,囿,于六,云,屋,入,三,開,屋三,ɦiuk
3226,蓄,丑六,徹,屋,入,三,開,屋三,ʈʰiuk
3227,砡,魚菊,疑,屋,入,三,開,屋三,ŋiuk
3228,𣤶,才六,從,屋,入,三,開,屋三,dziuk
3229,沃,烏酷,影,沃,入,一,開,沃,ʔuok
3230,毒,徒沃,定,沃,入,一,開,沃,duok
3231,篤,冬毒,端,沃,入,一,開,沃,tuok
3232,酷,苦沃,溪,沃,入,一,開,沃,kʰuok
3233,鵠,胡沃,匣,沃,入,一,開,沃,ɦuok
3234,僕,蒲沃,並,沃,入,一,開,沃,buok
3235,洬,先篤,心,沃,入,一,開,沃,suok
3236,梏,古沃,見,沃,入,一,開,沃,kuok
3237,瑁,莫沃,明,沃,入,一,開,沃,muok
3238,熇,火酷,曉,沃,入,一,開,沃,huok
3239,褥,内沃,泥,沃,入,一,開,沃,nuok
3240,傶,將毒,精,沃,入,一,開,沃,tsuok
3241,襮,博沃,幫,沃,入,一,開,沃,puok
3242,濼,盧毒,來,沃,入,一,開,沃,luok
3243,𤛹,五沃,疑,沃,入,一,開,沃,ŋuok
3244,燭,之欲,章,燭,入,三,開,燭,tɕiok
3245,玉,魚欲,疑,燭,入,三,開,燭,ŋiok
3246,旭,許玉,曉,燭,入,三,開,燭,hiok
3247,輂,居玉,見,燭,入,三,開,燭,kiok
3248,局,渠玉,羣,燭,入,三,開,燭,ɡiok
3249,蜀,市玉,常,燭,入,三,開,燭,dʑiok
3250,觸,尺玉,昌,燭,入,三,開,燭,tɕʰiok
3251,辱,而蜀,日,燭,入,三,開,燭,ȵiok
3252,束,書玉,書,燭,入,三,開,燭,ɕiok
3253,欲,余蜀,以,燭,入,三,開,燭,jiok
3254,躅,直録,澄,燭,入,三,開,燭,ɖiok
3255,録,力玉,來,燭,入,三,開,燭,liok
3256,曲,丘玉,溪,燭,入,三,開,燭,kʰiok
3257,瘃,陟玉,知,燭,入,三,開,燭,ʈiok
3258,足,即玉,精,燭,入,三,開,燭,tsiok
3259,贖,神蜀,船,燭,入,三,開,燭,ʑiok
3260,幞,房玉,並,燭,入,三,開,燭,biok
3261,促,七玉,清,燭,入,三,開,燭,tsʰiok
3262,續,似足,邪,燭,入,三,開,燭,ziok
3263,粟,相玉,心,燭,入,三,開,燭,siok
3264,䪁,封曲,幫,燭,入,三,開,燭,piok
3265,梀,丑玉,徹,燭,入,三,開,燭,ʈʰiok
3266,覺,古岳,見,覺,入,二,開,覺,kok
3267,嶽,五角,疑,覺,入,二,開,覺,ŋok
3268,浞,士角,崇,覺,入,二,開,覺,dʒok
3269,捉,側角,莊,覺,入,二,開,覺,tʃok
3270,朔,所角,生,覺,入,二,開,覺,ʃok
3271,斲,竹角,知,覺,入,二,開,覺,ʈok
3272,剥,北角,幫,覺,入,二,開,覺,pok
3273,邈,莫角,明,覺,入,二,開,覺,mok
3274,雹,蒲角,並,覺,入,二,開,覺,bok
3275,璞,匹角,滂,覺,入,二,開,覺,pʰok
3276,㱿,苦角,溪,覺,入,二,開,覺,kʰok
3277,濁,直角,澄,覺,入,二,開,覺,ɖok
3278,渥,於角,影,覺,入,二,開,覺,ʔok
3279,搦,女角,孃,覺,入,二,開,覺,ɳok
3280,逴,敕角,徹,覺,入,二,開,覺,ʈʰok
3281,犖,吕角,來,覺,入,二,開,覺,lok
3282,學,胡覺,匣,覺,入,二,開,覺,ɦok
3283,㕰,許角,曉,覺,入,二,開,覺,hok
3284,娖,測角,初,覺,入,二,開,覺,tʃʰok
3285,質,之日,章,質,入,三,開,質開,tɕit
3286,日,人質,日,質,入,三,開,質開,ȵit
3287,實,神質,船,質,入,三,開,質開,ʑit
3288,秩,直一,澄,質,入,三,開,質開,ɖit
3289,悉,息七,心,質,入,三,開,質開,sit
3290,一,於悉,影,質A,入,三,開,質A,ʔit
3291,七,親吉,清,質,入,三,開,質開,tsʰit
3292,匹,譬吉,滂,質A,入,三,開,質A,pʰit
3293,吉,居質,見,質A,入,三,開,質A,kit
3294,暱,尼質,孃,質,入,三,開,質開,ɳit
3295,逸,夷質,以,質,入,三,開,質開,jit
3296,詰,去吉,溪,質A,入,三,開,質A,kʰit
3297,欯,許吉,曉,質A,入,三,開,質A,hit
3298,抶,丑栗,徹,質,入,三,開,質開,ʈʰit
3299,栗,力質,來,質,入,三,開,質開,lit
3300,窒,陟栗,知,質,入,三,開,質開,ʈit
3301,疾,秦悉,從,質,入,三,開,質開,dzit
3302,㓼,初栗,初,櫛,入,三,開,櫛,tʃʰiɨt
3303,失,式質,書,質,入,三,開,質開,ɕit
3304,堲,資悉,精,質,入,三,開,質開,tsit
3305,蜜,彌畢,明,質A,入,三,開,質A,mit
3306,必,卑吉,幫,質A,入,三,開,質A,pit
3307,姞,巨乙,羣,質B,入,三,開,質B開,ɡit
3308,邲,毗必,並,質A,入,三,開,質A,bit
3309,䫻,于筆,云,質,入,三,合,質合,ɦyt
3310,率,所律,生,術,入,三,合,術,ʃyɨt
3311,叱,昌栗,昌,質,入,三,開,質開,tɕʰit
3312,𪗨,仕叱,崇,櫛,入,三,開,櫛,dʒiɨt
3313,密,美畢,明,質B,入,三,開,質B開,mit
3314,弼,房密,並,質B,入,三,開,質B開,bit
3315,乙,於筆,影,質B,入,三,開,質B開,ʔit
3316,耴,魚乙,疑,質B,入,三,開,質B開,ŋit
3317,筆,鄙密,幫,質B,入,三,開,質B開,pit
3318,茁,徵筆,知,術,入,三,合,術,ʈyɨt
3319,肸,羲乙,曉,質B,入,三,開,質B開,hit
3320,曁,居乙,見,質B,入,三,開,質B開,kit
3321,蛭,丁悉,知,質,入,三,開,質開,ʈit
3322,獝,況必,曉,術A,入,三,合,術A,hyɨt
3323,術,食聿,船,術,入,三,合,術,ʑyɨt
3324,橘,居聿,見,術A,入,三,合,術A,kyɨt
3325,崒,慈䘏,從,術,入,三,合,術,dzyɨt
3326,聿,餘律,以,術,入,三,合,術,jyɨt
3327,卒,子聿,精,術,入,三,合,術,tsyɨt
3328,䘏,辛聿,心,術,入,三,合,術,syɨt
3329,律,吕䘏,來,術,入,三,合,術,lyɨt
3330,黜,丑律,徹,術,入,三,合,術,ʈʰyɨt
3331,㤕,竹律,知,術,入,三,合,術,ʈyɨt
3332,术,直律,澄,術,入,三,合,術,ɖyɨt
3333,出,赤律,昌,術,入,三,合,術,tɕʰyɨt
3334,焌,倉聿,清,術,入,三,合,術,tsʰyɨt
3335,𠭴,側律,莊,術,入,三,合,術,tʃyɨt
3336,䎉,許聿,曉,質B,入,三,合,質B合,hyt
3337,櫛,阻瑟,莊,櫛,入,三,開,櫛,tʃiɨt
3338,瑟,所櫛,生,櫛,入,三,開,櫛,ʃiɨt
3339,𪗨,崱瑟,崇,櫛,入,三,開,櫛,dʒiɨt
3340,物,文弗,明,物,入,三,合,物,myət
3341,弗,分勿,幫,物,入,三,合,物,pyət
3342,鬱,紆物,影,物,入,三,合,物,ʔyət
3343,𠀔,九勿,見,物,入,三,合,物,kyət
3344,屈,區勿,溪,物,入,三,合,物,kʰyət
3345,倔,衢物,羣,物,入,三,合,物,ɡyət
3346,佛,符弗,並,物,入,三,合,物,byət
3347,䬍,許勿,曉,物,入,三,合,物,hyət
3348,䬑,王勿,云,物,入,三,合,物,ɦyət
3349,拂,敷勿,滂,物,入,三,合,物,pʰyət
3350,崛,魚勿,疑,物,入,三,合,物,ŋyət
3351,迄,許訖,曉,迄,入,三,開,迄,hiət
3352,訖,居乙,見,迄,入,三,開,迄,kiət
3353,疙,魚迄,疑,迄,入,三,開,迄,ŋiət
3354,䞘,其迄,羣,迄,入,三,開,迄,ɡiət
3355,乞,去訖,溪,迄,入,三,開,迄,kʰiət
3356,月,魚厥,疑,月,入,三,合,月合,ŋyɑt
3357,伐,房越,並,月,入,三,合,月合,byɑt
3358,越,王伐,云,月,入,三,合,月合,ɦyɑt
3359,厥,居月,見,月,入,三,合,月合,kyɑt
3360,𡡕,於月,影,月,入,三,合,月合,ʔyɑt
3361,𧤼,其月,羣,月,入,三,合,月合,ɡyɑt
3362,闕,去月,溪,月,入,三,合,月合,kʰyɑt
3363,髮,方伐,幫,月,入,三,合,月合,pyɑt
3364,韤,望發,明,月,入,三,合,月合,myɑt
3365,䬂,許月,曉,月,入,三,合,月合,hyɑt
3366,謁,於歇,影,月,入,三,開,月開,ʔiɑt
3367,歇,許竭,曉,月,入,三,開,月開,hiɑt
3368,訐,居竭,見,月,入,三,開,月開,kiɑt
3369,𢷒,其謁,羣,月,入,三,開,月開,ɡiɑt
3370,㤄,拂伐,滂,月,入,三,合,月合,pʰyɑt
3371,钀,語訐,疑,月,入,三,開,月開,ŋiɑt
3372,没,莫勃,明,沒,入,一,合,沒,muət
3373,𣅝,土骨,透,沒,入,一,合,沒,tʰuət
3374,骨,古忽,見,沒,入,一,合,沒,kuət
3375,勃,蒲没,並,沒,入,一,合,沒,buət
3376,咄,當没,端,沒,入,一,合,沒,tuət
3377,宊,他骨,透,沒,入,一,合,沒,tʰuət
3378,突,陀骨,定,沒,入,一,合,沒,duət
3379,𩑦,烏没,影,沒,入,一,合,沒,ʔuət
3380,忽,呼骨,曉,沒,入,一,合,沒,huət
3381,兀,五忽,疑,沒,入,一,合,沒,ŋuət
3382,䪬,普没,滂,沒,入,一,合,沒,pʰuət
3383,𠀽,勒没,來,沒,入,一,合,沒,luət
