小韻次序,小韻,字次序,字,釋,IPA
3068,鬥,2,鬭,[⿵門斲/鬬]鬭兢說文遇也又姓左傳楚有大夫鬭伯比,təuh
3068,鬥,3,闘,俗（鬭‧[⿵門斲/鬬]鬭兢說文遇也又姓左傳楚有大夫鬭伯比）,təuh
3068,鬥,4,噣,鳥口或作咮又丁救切,təuh
3068,鬥,5,䛠,䛠譳不能言也,təuh
3068,鬥,6,𧱦,𧱦尾張衡東京賦云日月會於龍𧱦,təuh
3068,鬥,7,斣,斠也角力走也又相易物俱等,təuh
3068,鬥,8,襡,衣袖又時燭切,təuh
3068,鬥,9,䬦,䬦飣,təuh
3069,槈,1,槈,說文曰薅器也纂文曰耨如鏟柄長三尺刃廣二寸以刺地除草奴豆切六,nəuh
3069,槈,2,鎒,上同（槈‧說文曰薅器也纂文曰耨如鏟柄長三尺刃廣二寸以刺地除草奴豆切六）亦出說文,nəuh
3069,槈,3,耨,上同（鎒‧上同（槈‧說文曰薅器也纂文曰耨如鏟柄長三尺刃廣二寸以刺地除草奴豆切六）亦出說文）五經文字云經典相承從耒久故不可改,nəuh
3069,槈,4,𣫌,乳也,nəuh
3069,槈,5,擩,搆擩不解事,nəuh
3069,槈,6,譳,䛠譳,nəuh
3070,瘶,1,瘶,欬瘶蘇奏切七,səuh
3070,瘶,2,嗽,上同（瘶‧欬瘶蘇奏切七）,səuh
3070,瘶,3,欶,上氣,səuh
3070,瘶,4,漱,漱口又音瘦,səuh
3070,瘶,5,鏉,𨫒利,səuh
3070,瘶,6,謏,諵謏怒言也,səuh
3070,瘶,7,嗾,使狗,səuh
3071,奏,1,奏,進也說文作𡴝則候切二,tsəuh
3071,奏,2,走,釋名曰疾趨曰走又祖苟切,tsəuh
3072,透,1,透,跳也他候切又書育切五,tʰəuh
3072,透,2,咅,說文作㕻相與語唾而不受也隷變如上,tʰəuh
3072,透,3,㰯,說文同上（咅‧說文作㕻相與語唾而不受也隷變如上）俗又作哣,tʰəuh
3072,透,4,䟝,索彄䟝也,tʰəuh
3072,透,5,𧺢,目投下或作𣪌,tʰəuh
3073,漚,1,漚,久漬也烏候切三,ʔəuh
3073,漚,2,䙔,頭衣,ʔəuh
3073,漚,3,𠹝,地名又市由切,ʔəuh
3074,遘,1,遘,遇也古候切二十,kəuh
3074,遘,2,構,架也合也成也蓋也亂也,kəuh
3074,遘,3,媾,重婚,kəuh
3074,遘,4,覯,見也,kəuh
3074,遘,5,姤,卦名姤遇也又偶也,kəuh
3074,遘,6,購,購贖,kəuh
3074,遘,7,䝭,[禀/稟]給,kəuh
3074,遘,8,雊,雉鳴,kəuh
3074,遘,9,𢐙,張弓,kəuh
3074,遘,10,𤚼,取牛羊乳亦作𦎯,kəuh
3074,遘,11,句,句當又姓華陽國志云王平句扶張翼廖化並爲大將軍時人曰前有王句後有張廖俗作勾,kəuh
3074,遘,12,軥,軥槅挽車也,kəuh
3074,遘,13,㝤,夜也,kəuh
3074,遘,14,搆,搆擩也,kəuh
3074,遘,15,怐,怐愗愚皃又苦候切,kəuh
3074,遘,16,煹,舉火也,kəuh
3074,遘,17,䃓,甃井也又罰也,kəuh
3074,遘,18,冓,數也,kəuh
3074,遘,19,㝅,說文曰乳也一曰㝅瞀也,kəuh
3074,遘,20,𢄇,綿𢄇,kəuh
3075,輳,1,輳,輻輳亦作湊倉奏切八,tsʰəuh
3075,輳,2,腠,膚腠,tsʰəuh
3075,輳,3,湊,水會也聚也,tsʰəuh
3075,輳,4,嗾,使犬,tsʰəuh
3075,輳,5,𪉮,南夷名鹽,tsʰəuh
3075,輳,6,蔟,太蔟律名又倉谷切,tsʰəuh
3075,輳,7,楱,橘屬,tsʰəuh
3075,輳,8,𧱪,温豕,tsʰəuh
3076,陋,1,陋,踈惡也說文曰阸陝也盧候切十三,ləuh
3076,陋,2,漏,漏刻說文曰漏以銅受水刻節晝夜百刻爾雅曰西北隅謂之屋漏又禹耳三漏,ləuh
3076,陋,3,鏤,彫鏤書傳云鏤剛鐵也又鏤漏並姓出何氏姓苑又力誅切,ləuh
3076,陋,4,屚,說文曰屋穿水下也从雨在尸下尸屋也一曰笱屚縣名在交阯,ləuh
3076,陋,5,瘻,瘡也,ləuh
3076,陋,6,𦸢,𦸢蘆,ləuh
3076,陋,7,𧷡,䞀𧷡貪財,ləuh
3076,陋,8,𨫒,鏉𨫒,ləuh
3076,陋,9,蔄,姓也,ləuh
3076,陋,10,𣤋,𣤋㰯小兒兇惡,ləuh
3076,陋,11,𧫞,[謱/𧫞]詬忽怒,ləuh
3076,陋,12,𠞭,𠞭㔌細切,ləuh
3076,陋,13,僂,僂佝短醜皃,ləuh
3077,蔻,1,蔻,荳蔲呼漏切十,həuh
3077,蔻,2,豞,豕聲,həuh
3077,蔻,3,䪷,字統云勤作,həuh
3077,蔻,4,詬,怒也,həuh
3077,蔻,5,訽,上同（詬‧怒也）,həuh
3077,蔻,6,吼,聲也又呼後切,həuh
3077,蔻,7,㰯,𣤋㰯,həuh
3077,蔻,8,㖃,恥辱,həuh
3077,蔻,9,佝,僂佝,həuh
3077,蔻,10,怐,上同（佝‧僂佝）,həuh
3078,䏽,1,䏽,豕肉醬也蒲候切二,bəuh
3078,䏽,2,𩌏,尻衣,bəuh
3079,偶,1,偶,不期也五遘切一,ŋəuh
3080,㔌,1,㔌,細切才奏切三,dzəuh
3080,㔌,2,楱,𨫒楱鐵齒杷名,dzəuh
3080,㔌,3,䠫,醉倒皃出埤蒼,dzəuh
3081,幼,1,幼,少也伊謬切一,ʔiəuh
3082,謬,1,謬,誤也詐也差也欺也靡幼切二,miəuh
3082,謬,2,繆,紕繆又姓漢書儒林傳有申公弟子繆生,miəuh
3083,䠗,1,䠗,䠗蹌行皃丘謬切一,kʰiəuh
3084,𧾻,1,𧾻,𧾻䠗醜行之皃巨幼切一,ɡiəuh
3085,沁,1,沁,水名在上黨亦州名本漢穀逺縣後魏置沁源縣武德初置州因沁水以名之七鴆切四,tsʰimh
3085,沁,2,𠖶,𠖶冷,tsʰimh
3085,沁,3,吣,犬吐,tsʰimh
3085,沁,4,䈜,䈜墨工人具,tsʰimh
3086,浸,1,浸,漬也漸也子鴆切四,tsimh
3086,浸,2,𡫏,上同（浸‧漬也漸也子鴆切四）出說文,tsimh
3086,浸,3,𥧲,上同（𡫏‧上同（浸‧漬也漸也子鴆切四）出說文）出字林,tsimh
3086,浸,4,祲,祅氣也又子心切,tsimh
3087,妊,1,妊,妊身懷孕汝鴆切五,ȵimh
3087,妊,2,絍,織絍亦作紝䋕,ȵimh
3087,妊,3,鵀,戴鵀鳥,ȵimh
3087,妊,4,任,巳上四字並又音壬,ȵimh
3087,妊,5,衽,衣衿,ȵimh
3088,鴆,1,鴆,鳥名廣志云其鳥大如鴞紫緑色有毒頸長七八寸食蛇蝮雄名[運目/運日]雌名隂諧以其毛歷飲食則殺人直禁切三,ɖimh
3088,鴆,2,沈,又直壬切,ɖimh
3088,鴆,3,㼉,靑皮𤓰名,ɖimh
3089,枕,1,枕,枕頭也論語曰飲水曲肱[-/而]枕之之任切又之稔切二,tɕimh
3089,枕,2,針,又之林切,tɕimh
3090,𦧈,1,𦧈,牛舌下病巨禁切十,ɡimh
3090,𦧈,2,䶖,並上同（𦧈‧牛舌下病巨禁切十）,ɡimh
3090,𦧈,3,𤘡,並上同（䶖‧並上同（𦧈‧牛舌下病巨禁切十））,ɡimh
3090,𦧈,4,噤,說文曰口閉也,ɡimh
3090,𦧈,5,𦨽,蜀人呼舟,ɡimh
3090,𦧈,6,紟,紟帶或作襟又音今,ɡimh
3090,𦧈,7,鈙,說文云持止也讀若琴亦作㯲,ɡimh
3090,𦧈,8,凚,寒凚,ɡimh
3090,𦧈,9,笒,笒籛,ɡimh
3090,𦧈,10,齽,齒向裏,ɡimh
3091,禁,1,禁,制也謹也止也避王莽家諱改曰省又姓何氏姓苑云今吳興人居䕃切三,kimh
3091,禁,2,僸,北夷樂名又居林切,kimh
3091,禁,3,㯲,格也,kimh
3092,賃,1,賃,傭賃也借也乃禁切一,ɳimh
3093,蔭,1,蔭,說文曰草隂地也於禁切七,ʔimh
3093,蔭,2,䅧,苖美,ʔimh
3093,蔭,3,窨,地屋,ʔimh
3093,蔭,4,喑,聲也,ʔimh
3093,蔭,5,𤸌,心中病亦作癊,ʔimh
3093,蔭,6,癊,庇癊,ʔimh
3093,蔭,7,飲,又於錦切,ʔimh
3094,滲,1,滲,滲漉所禁切二,ʃimh
3094,滲,2,罧,爾雅曰槮謂之涔郭璞云今之作罧者聚積柴木於水中魚得寒入其裏藏隱因以簿圍捕取之又息甚切槮與罧同也,ʃimh
3095,闖,1,闖,馬出門皃丑禁切二,ʈʰimh
3095,闖,2,𧡬,私出頭視,ʈʰimh
3096,譖,1,譖,䜛也毀也莊䕃切一,tʃimh
3097,讖,1,讖,讖書釋名曰讖纖也其義纖微楚𧮂切一,tʃʰimh
3098,吟,1,吟,長詠冝禁切一,ŋimh
3099,揕,1,揕,擬擊史記曰右手揕其胷知鴆切二,ʈimh
3099,揕,2,㓄,掘[也/地]㓄又赤黑色,ʈimh
3100,臨,1,臨,哭臨又偏向良鴆切又音林二,limh
3100,臨,2,𠐼,𠐼侺頭向前,limh
3101,甚,1,甚,太過時鴆切二,dʑimh
3101,甚,2,侺,𠐼侺,dʑimh
3102,䫴,1,䫴,䫴[䶖/齘]切齒怒皃于禁切二,ɦimh
3102,䫴,2,𪔰,鼓聲見兵書,ɦimh
3103,深,1,深,不淺也式禁切又式今切二,ɕimh
3103,深,2,𢊖,廕𢊖大屋,ɕimh
3104,勘,1,勘,校也苦紺切七,kʰəmh
3104,勘,2,䘓,凝血,kʰəmh
3104,勘,3,𧗀,上同（䘓‧凝血）,kʰəmh
3104,勘,4,𪉯,鹹味厚,kʰəmh
3104,勘,5,轗,轗軻坎壈也,kʰəmh
3104,勘,6,竷,擊也,kʰəmh
3104,勘,7,磡,巖崖之下,kʰəmh
3105,紺,1,紺,靑赤色也古暗切五,kəmh
3105,紺,2,淦,新淦縣在豫章,kəmh
3105,紺,3,𧆐,薏苡別名,kəmh
3105,紺,4,灨,縣名[-/南康]記云章貢二水合流因其處立縣便以爲名在南康郡亦作贑,kəmh
3105,紺,5,贛,贛榆縣在琅邪郡,kəmh
3106,憾,1,憾,恨也胡紺切七,ɦəmh
3106,憾,2,琀,送死口中玉亦作含,ɦəmh
3106,憾,3,浛,水和物,ɦəmh
3106,憾,4,唅,哺唅,ɦəmh
3106,憾,5,蜭,有毛之蟲,ɦəmh
3106,憾,6,莟,苗莟心欲秀也,ɦəmh
3106,憾,7,䐄,食肉不猒,ɦəmh
3107,暗,1,暗,日無光又默也深也貪也不明也烏紺切二,ʔəmh
3107,暗,2,闇,冥也說文曰閉門也,ʔəmh
3108,僋,1,僋,僋俕癡皃他紺切八,tʰəmh
3108,僋,2,㶒,㶒汛水浮皃,tʰəmh
3108,僋,3,撢,[探/深]取,tʰəmh
3108,僋,4,㐁,無光又舌出皃又吐念切,tʰəmh
3108,僋,5,傝,傝儑不自安又吐盍切,tʰəmh
3108,僋,6,䐺,食味美,tʰəmh
3108,僋,7,憛,憛[㤾/悇]懷憂,tʰəmh
3108,僋,8,誩,競言也又渠仰渠政二切,tʰəmh
3109,俕,1,俕,僋俕蘇紺切四,səmh
3109,俕,2,閐,閐覆蓋也,səmh
3109,俕,3,㤾,憛㤾失志,səmh
3109,俕,4,䫅,顉䫅摇頭皃,səmh
3110,謲,1,謲,怒也七紺切三,tsʰəmh
3110,謲,2,參,參鼓俗作叅,tsʰəmh
3110,謲,3,㽩,田隴聮也,tsʰəmh
3111,醰,1,醰,酒味不長徒紺切又音譚五,dəmh
3111,醰,2,贉,買物預付錢也,dəmh
3111,醰,3,𤁡,沈水底沒𤁡,dəmh
3111,醰,4,瞫,[括/䀨]也又徒南切,dəmh
3111,醰,5,𧗜,羊血凝,dəmh
3112,儑,1,儑,傝儑五紺切一,ŋəmh
3113,馾,1,馾,冠幘一曰馬步近前丁紺切三,təmh
3113,馾,2,𩈉,頑劣皃,təmh
3113,馾,3,𩾺,𩾺鳥,təmh
3114,妠,1,妠,取也奴紺切一,nəmh
3115,顲,1,顲,面色黃皃郎紺切三,ləmh
3115,顲,2,僋,僋伸皃又僋俕不淨,ləmh
3115,顲,3,𤃨,[𤃨/？]𤃨㶒浮皃,ləmh
3116,䫲,1,䫲,面虚黃色呼紺切二,həmh
3116,䫲,2,𩞿,食不飽也,həmh
3117,篸,1,篸,以針篸物作紺切二,tsəmh
3117,篸,2,撍,手撼,tsəmh
3118,闞,1,闞,魯邑亦視也又姓左傳齊大夫闞止苦濫切五,kʰɑmh
3118,闞,2,瞰,視也,kʰɑmh
3118,闞,3,𣊟,日出皃,kʰɑmh
3118,闞,4,嚂,呵也又工覽切,kʰɑmh
3118,闞,5,𪉿,味苦,kʰɑmh
3119,濫,1,濫,叨濫汎濫盧𣊟切九,lɑmh
3119,濫,2,㔋,刀利,lɑmh
3119,濫,3,𨣨,𨣨觴說文曰泛齊行酒也,lɑmh
3119,濫,4,纜,維舟吳書曰甘寜常以繒錦維舟去輒割弃以示奢,lɑmh
3119,濫,5,爁,火皃,lɑmh
3119,濫,6,㜮,貪也失禮也過差也俗作從水,lɑmh
3119,濫,7,懢,貪也,lɑmh
3119,濫,8,䆾,䆾䆱不平,lɑmh
3119,濫,9,嚂,食皃,lɑmh
3120,賧,1,賧,夷人以財贖罪吐濫切七,tʰɑmh
3120,賧,2,𪊇,𪉦𪊇無味,tʰɑmh
3120,賧,3,䆱,䆾䆱不平,tʰɑmh
3120,賧,4,𪉧,無味,tʰɑmh
3120,賧,5,睒,候視,tʰɑmh
3120,賧,6,澉,薄味,tʰɑmh
3120,賧,7,舕,舚舕舌出,tʰɑmh
3121,𪉦,1,𪉦,𪉦𪊇無味古蹔切二,kɑmh
3121,𪉦,2,𪉿,味苦,kɑmh
3122,𧵊,1,𧵊,乞戲物或作斂呼濫切三,hɑmh
3122,𧵊,2,蘫,𤓰𦵔也出說文,hɑmh
3122,𧵊,3,䖔,乞戲物或作斂呼濫切三,hɑmh
3123,憨,1,憨,害也果決也下瞰切又呼甘切六,ɦɑmh
3123,憨,2,㺖,犬吠聲,ɦɑmh
3123,憨,3,譀,誇誕東觀漢記曰雖誇譀猶令人熱又呼甲切,ɦɑmh
3123,憨,4,䗣,𤓰蟲,ɦɑmh
3123,憨,5,䐄,炙令熟或作𤎡,ɦɑmh
3123,憨,6,𤎡,上同（䐄‧炙令熟或作𤎡）,ɦɑmh
3124,憺,1,憺,恬靜徒濫切又徒敢切八,dɑmh
3124,憺,2,惔,上同（憺‧恬靜徒濫切又徒敢切八）,dɑmh
3124,憺,3,澹,水摇動皃,dɑmh
3124,憺,4,腅,相飯也或作啖,dɑmh
3124,憺,5,淡,水味,dɑmh
3124,憺,6,啗,噉也食也,dɑmh
3124,憺,7,啖,誑也,dɑmh
3124,憺,8,倓,安也靜也恬也亦作澹,dɑmh
3125,暫,1,暫,左傳云婦人暫而免諸國暫猶卒也藏濫切三,dzɑmh
3125,暫,2,蹔,上同（暫‧左傳云婦人暫而免諸國暫猶卒也藏濫切三）,dzɑmh
3125,暫,3,鏨,[鐫/鐫]石又音蠶,dzɑmh
3126,擔,1,擔,負也都濫切二,tɑmh
3126,擔,2,甔,甔石大甖又都甘切,tɑmh
3127,三,1,三,三思蘇暫切又蘇甘切一,sɑmh
3128,豔,1,豔,美色也以贍切九,jiemh
3128,豔,2,艶,俗（豔‧美色也以贍切九）,jiemh
3128,豔,3,爓,光也,jiemh
3128,豔,4,焰,上同（爓‧光也）,jiemh
3128,豔,5,焱,火華也,jiemh
3128,豔,6,𢴵,豔也,jiemh
3128,豔,7,鹽,以鹽醃也本音平聲,jiemh
3128,豔,8,𤅸,上同（鹽‧以鹽醃也本音平聲）,jiemh
3128,豔,9,灩,瀲灩水波動皃,jiemh
3129,贍,1,贍,賙也時豔切一,dʑiemh
3130,染,1,染,而豔切又如檢切二,ȵiemh
3130,染,2,髯,髯頷毛又人占切,ȵiemh
3131,厭,1,厭,論語曰食不厭精於豔切五,ʔiemh
3131,厭,2,𢜰,快也又於驗切,ʔiemh
3131,厭,3,猒,飽也又於廉切,ʔiemh
3131,厭,4,饜,上同（猒‧飽也又於廉切）,ʔiemh
3131,厭,5,嬮,嬮嬱美女,ʔiemh
3132,窆,1,窆,下棺方驗切又方亘切二,piemh
3132,窆,2,砭,石針說文曰以石刺病也又甫[兼/廉]切,piemh
3133,驗,1,驗,證也徵也效也說文云馬名也魚窆切三,ŋiemh
3133,驗,2,噞,噞喁魚口,ŋiemh
3133,驗,3,𣄝,證也,ŋiemh
3134,閃,1,閃,說文曰闚頭門中也舒贍切又舒斂切四,ɕiemh
3134,閃,2,煔,火行皃,ɕiemh
3134,閃,3,苫,以草覆屋,ɕiemh
3134,閃,4,掞,舒藻,ɕiemh
3135,𡄑,1,𡄑,𡄑㖩不廉子豔切又子廉切一,tsiemh
3136,壍,1,壍,坑也遶城水也七豔切四,tsʰiemh
3136,壍,2,塹,上同（壍‧坑也遶城水也七豔切四）出說文,tsʰiemh
3136,壍,3,槧,插也論衡曰斷木爲槧釋名曰槧版長三尺者也槧漸也言漸漸然長也又七廉切又才敢切,tsʰiemh
3136,壍,4,嬱,嬮嬱美女皃,tsʰiemh
3137,殮,1,殮,殯殮力驗切七,liemh
3137,殮,2,斂,聚也又力琰切,liemh
3137,殮,3,瀲,泛瀲一曰水波也亦作澰,liemh
3137,殮,4,爁,爁焱火延,liemh
3137,殮,5,𧸘,市先入[直/值]也,liemh
3137,殮,6,𩅼,小雨,liemh
3137,殮,7,獫,長喙犬名,liemh
3138,覘,1,覘,[假/𠋫]也說文云闚視也春秋傳曰公使覘之丑豔切二,ʈʰiemh
3138,覘,2,䀡,視也,ʈʰiemh
3139,䠨,1,䠨,音譜云馬急行昌豔切八,tɕʰiemh
3139,䠨,2,幨,披衣或作襜裧,tɕʰiemh
3139,䠨,3,襜,並上同（幨‧披衣或作襜裧）,tɕʰiemh
3139,䠨,4,裧,並上同（襜‧並上同（幨‧披衣或作襜裧））,tɕʰiemh
3139,䠨,5,韂,鞍小障泥,tɕʰiemh
3139,䠨,6,䪜,上同（韂‧鞍小障泥）,tɕʰiemh
3139,䠨,7,㙴,蔽也,tɕʰiemh
3139,䠨,8,䦲,闚䦲,tɕʰiemh
3140,𢜰,1,𢜰,快也於驗切亦作[㡋/㤿]二,ʔiemh
3140,𢜰,2,俺,大也,ʔiemh
3141,潛,1,潛,藏也慈豔切一,dziemh
3142,占,1,占,固也章豔切又職鹽切一,tɕiemh
3143,㮇,1,㮇,火杖他念切六,tʰeimh
3143,㮇,2,舚,舌出皃,tʰeimh
3143,㮇,3,忝,辱也又他玷切,tʰeimh
3143,㮇,4,𨸱,亭名在京兆,tʰeimh
3143,㮇,5,煔,火光,tʰeimh
3143,㮇,6,㐁,無光說文曰舌皃,tʰeimh
3144,念,1,念,思也又姓西魏太傅念賢奴店切二,neimh
3144,念,2,𦁇,字林云挽船篾也,neimh
3145,店,1,店,店舎崔豹古今注云店置也所以置貨鬻物也都念切十一,teimh
3145,店,2,坫,墇也屏也,teimh
3145,店,3,沾,水名在上黨說文他兼切,teimh
3145,店,4,痁,早霜寒,teimh
3145,店,5,墊,下也又墊江在巴陵又徒協切,teimh
3145,店,6,𩅀,早霜寒,teimh
3145,店,7,唸,呻吟,teimh
3145,店,8,㝪,窮也說文曰屋傾下也,teimh
3145,店,9,埝,下也,teimh
3145,店,10,𦒻,老人面黑皃,teimh
3145,店,11,䀡,目垂皃又丁炎切,teimh
3146,䃸,1,䃸,䃸磹電光先念切二,seimh
3146,䃸,2,䆎,禾草不實稴䆎之皃,seimh
3147,磹,1,磹,徒念切二,deimh
3147,磹,2,㼭,支也出通俗文,deimh
3148,趝,1,趝,疾行皃紀念切一,keimh
3149,酓,1,酓,苦味於念切一,ʔeimh
3150,僭,1,僭,擬也差也子念切一,tseimh
3151,䁮,1,䁮,閉目思也漸念切一,dzeimh
3152,兼,1,兼,古念切又古嫌切二,keimh
3152,兼,2,䱤,魚名,keimh
3153,傔,1,傔,傔從苦念切一,kʰeimh
3154,稴,1,稴,稴䆎力店切一,leimh
3155,釅,1,釅,酒醋味厚魚欠切二,ŋiɑmh
3155,釅,2,𪙊,齒皃,ŋiɑmh
3156,脅,1,脅,妨也許欠切二,hiɑmh
3156,脅,2,姭,好皃,hiɑmh
3157,㪁,1,㪁,厓下也丘釅切二,kʰiɑmh
3157,㪁,2,𤬯,似瓶有耳,kʰiɑmh
3158,𦲯,1,𦲯,草木[無/蕪]蔓也亡劒切一,myɑmh
3159,陷,1,陷,入地隤也戸韽切五,ɦemh
3159,陷,2,䱤,魚名又古念切,ɦemh
3159,陷,3,臽,小坑,ɦemh
3159,陷,4,䐄,說文云食肉不猒也又膇䐄也,ɦemh
3159,陷,5,錎,車鐶,ɦemh
3160,韽,1,韽,下入聲俗作𪛏於陷切四,ʔemh
3160,韽,2,𤟟,犬吠又乙咸切,ʔemh
3160,韽,3,淊,水沒,ʔemh
3160,韽,4,揞,吳人云抛也,ʔemh
3161,蘸,1,蘸,以物内水莊陷切一,tʃemh
3162,𪉜,1,𪉜,鹹多陟陷切三,ʈemh
3162,𪉜,2,站,俗言獨立又作𥩠,ʈemh
3162,𪉜,3,𣳤,江岸上地名也出活州記,ʈemh
3163,歉,1,歉,歉喙口陷切又口咸切二,kʰemh
3163,歉,2,䫡,䫡顑面長皃又公陷切,kʰemh
3164,𧸖,1,𧸖,重買佇陷切三,ɖemh
3164,𧸖,2,詀,被誑,ɖemh
3164,𧸖,3,譧,俗（詀‧被誑）,ɖemh
3165,儳,1,儳,輕言仕陷切三,dʒemh
3165,儳,2,𨼮,陷也,dʒemh
3165,儳,3,䪌,韀之短也,dʒemh
3166,𪉦,1,𪉦,鹹味公陷切二,kemh
3166,𪉦,2,䫡,䫡胡劑面也,kemh
3167,諵,1,諵,尼賺切一,ɳemh
3168,顑,1,顑,顑長面也玉陷切一,ŋemh
3169,鑑,1,鑑,鏡也誡也照也亦作監格懺切又古銜切五,kamh
3169,鑑,2,鑒,上同（鑑‧鏡也誡也照也亦作監格懺切又古銜切五）,kamh
3169,鑑,3,監,領也亦姓風俗通云衞康叔爲連屬之監其後氏焉又古銜切,kamh
3169,鑑,4,𥌈,瞻也,kamh
3169,鑑,5,㔋,利也又細切也,kamh
3170,懺,1,懺,自陳悔也楚鑒切六,tʃʰamh
3170,懺,2,儳,雜言又[食/倉]陷切,tʃʰamh
3170,懺,3,摲,投也,tʃʰamh
3170,懺,4,𤮭,甖屬,tʃʰamh
3170,懺,5,㺖,小犬聲,tʃʰamh
3170,懺,6,嚵,試人食,tʃʰamh
3171,覱,1,覱,覱㒈髙危皃子鑑切三,tʃamh
3171,覱,2,𩈻,長面皃又昨三切,tʃamh
3171,覱,3,𩅼,以物内水中出音譜,tʃamh
3172,釤,1,釤,大鎌所鑑切三,ʃamh
3172,釤,2,䀐,暫見,ʃamh
3172,釤,3,㣌,相接物也又利也出字[譜/諟],ʃamh
3173,㒈,1,㒈,覱㒈許鑑切三,hamh
3173,㒈,2,譀,譀𧭡又呼[咸/戒]切,hamh
3173,㒈,3,闞,[闞/鬫]犬聲,hamh
3174,埿,1,埿,深泥也蒲鑑切二,bamh
3174,埿,2,湴,上同（埿‧深泥也蒲鑑切二）,bamh
3175,㽉,1,㽉,大瓮似盆續漢書云盜伏於㽉下胡懺切二,ɦamh
3175,㽉,2,㯺,大櫃又下斬切,ɦamh
3176,鑱,1,鑱,鑱土具土懴切又士銜切六,dʒamh
3176,鑱,2,䪌,䪌韀,dʒamh
3176,鑱,3,欃,水門又作㸥,dʒamh
3176,鑱,4,䳻,似雕而斑白出音譜,dʒamh
3176,鑱,5,讒,𧮂也又士衫切,dʒamh
3176,鑱,6,艬,艬船,dʒamh
3177,𪒠,1,𪒠,叫呼仿佛𪒠然自得音黯去聲一,ʔamh
3178,梵,1,梵,梵聲扶泛切三,byɑmh
3178,梵,2,帆,船使風又音凡,byɑmh
3178,梵,3,颿,上同（帆‧船使風又音凡）說文曰馬疾步也,byɑmh
3179,汎,1,汎,浮皃孚梵切八,pʰyɑmh
3179,汎,2,泛,上同（汎‧浮皃孚梵切八）,pʰyɑmh
3179,汎,3,𠆩,輕也,pʰyɑmh
3179,汎,4,䀀,杯也,pʰyɑmh
3179,汎,5,𥁔,上同（䀀‧杯也）,pʰyɑmh
3179,汎,6,氾,濫也,pʰyɑmh
3179,汎,7,䒦,草浮水皃又匹凡切,pʰyɑmh
3179,汎,8,姂,好皃,pʰyɑmh
3180,劔,1,劔,釋名曰劒檢也所以防檢非常也廣雅曰龙泉太阿干將鏌鋣斷蛇魚腸純[鋼/鈞]燕支[葵偷/蔡倫]屬[陳/鹿]干隊堂谿墨陽巨闕辟閭並劒名也崔豹古今注云吳[太/大]皇帝有寶劒六一曰白虹二曰紫電三曰辟邪四曰流星五曰靑冥六曰百里列子云孔周有三劒一曰含光二曰承影三曰霄[陳/練]吳王賜子胥屬鏤之劒而死周穆王有錕鋙劒切玉如泥居欠切一,kiɑmh
3181,欠,1,欠,欠伸說文曰張口气悟也今借爲欠少字去劒切二,kʰiɑmh
3181,欠,2,㐸,俗（欠‧欠伸說文曰張口气悟也今借爲欠少字去劒切二）,kʰiɑmh
3182,俺,1,俺,大也於劒切八,ʔiɑmh
3182,俺,2,㤿,甘心,ʔiɑmh
3182,俺,3,淹,𣳚也又繅絲一淹也,ʔiɑmh
3182,俺,4,𦑎,劒羽,ʔiɑmh
3182,俺,5,㛪,誣挐,ʔiɑmh
3182,俺,6,裺,衣寬,ʔiɑmh
3182,俺,7,䛳,䛳[⿰言匿/匿],ʔiɑmh
3182,俺,8,覎,覎口墟名在富春[淸/渚]上也,ʔiɑmh
3183,屋,1,屋,舎也具也淮南子曰舜築牆茨屋風俗通曰屋止也亦虜複姓後魏書官氏志云屋引氏後改爲房氏烏谷切七,ʔuk
3183,屋,2,𡲃,籀文,ʔuk
3183,屋,3,𦤼,古文（𡲃‧籀文）,ʔuk
3183,屋,4,剭,鄭玄注周禮云剭誅謂所殺不於市而以適甸師氏又音握,ʔuk
3183,屋,5,𨜘,地名,ʔuk
3183,屋,6,𪑱,墨刑名又音握,ʔuk
3183,屋,7,䑁,䑁膏肥皃,ʔuk
3184,獨,1,獨,說文曰犬相得而鬬也羊爲羣大爲獨一曰獨𤞞獸名如虎白身豕鬣馬尾岀北嚻山𤞞音欲亦單獨又虜複姓有獨孤氏後魏書云西方獨孤渾氏後改爲杜氏徒谷切三十,duk
3184,獨,2,黷,垢也蒙也黑也,duk
3184,獨,3,讟,謗讟,duk
3184,獨,4,髑,髑髏,duk
3184,獨,5,䫳,上同（髑‧髑髏）,duk
3184,獨,6,殰,殤胎,duk
3184,獨,7,讀,讀誦,duk
3184,獨,8,櫝,函也又曰小棺,duk
3184,獨,9,牘,𥳑牘,duk
3184,獨,10,儥,見也動也又音育,duk
3184,獨,11,㾄,字書云怨痛也,duk
3184,獨,12,贕,卵敗,duk
3184,獨,13,碡,磟碡田器,duk
3184,獨,14,䢱,媟䢱,duk
3184,獨,15,䮷,騼䮷野馬,duk
3184,獨,16,皾,滑也,duk
3184,獨,17,𤟩,獸名如䑕,duk
3184,獨,18,襡,襡韜藏又音蜀,duk
3184,獨,19,韣,弓衣又之蜀切,duk
3184,獨,20,瓄,圭名,duk
3184,獨,21,瀆,說文曰溝也一曰邑中溝爾雅曰江河淮濟爲四瀆,duk
3184,獨,22,𨽍,說文曰通溝以防水,duk
3184,獨,23,豄,古文（𨽍‧說文曰通溝以防水）,duk
3184,獨,24,韇,箭筩,duk
3184,獨,25,嬻,媟慢,duk
